#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29786B2AF3A3EC6A-F9902B122AF7F8B
#datatype	hitsStandard Results
#status	0
#Start time	2017-01-17T13:11:04	Run time	0:00:04:59
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#69 - >Q5ZY41_LEGPH	specific	238974	219	481	5.9607e-168	488.962	cd02016	TPP_E1_OGDC_like	 - 	cl01629
Q#69 - >Q5ZY41_LEGPH	superfamily	294952	219	481	5.9607e-168	488.962	cl01629	TPP_enzymes superfamily	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	specific	293475	808	940	1.17395e-63	209.978	pfam16870	OxoGdeHyase_C	 - 	cl25167
Q#69 - >Q5ZY41_LEGPH	superfamily	293475	808	940	1.17395e-63	209.978	cl25167	OxoGdeHyase_C superfamily	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	specific	280874	599	793	4.29353e-58	195.461	pfam02779	Transket_pyr	 - 	cl11410
Q#69 - >Q5ZY41_LEGPH	superfamily	299708	599	793	4.29353e-58	195.461	cl11410	TPP_enzyme_PYR superfamily	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	non-specific	279067	227	521	1.99481e-45	164.422	pfam00676	E1_dh	 - 	cl01629
Q#69 - >Q5ZY41_LEGPH	specific	214865	665	793	2.80418e-30	114.891	smart00861	Transket_pyr	 - 	cl11410
Q#69 - >Q5ZY41_LEGPH	specific	292696	20	57	6.57895e-15	67.8953	pfam16078	2-oxogl_dehyd_N	 - 	cl24597
Q#69 - >Q5ZY41_LEGPH	superfamily	292696	20	57	6.57895e-15	67.8953	cl24597	2-oxogl_dehyd_N superfamily	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	non-specific	213783	352	532	6.60007e-07	50.9905	TIGR03181	PDH_E1_alph_x	N	cl01629
Q#69 - >Q5ZY41_LEGPH	non-specific	223997	352	522	0.00016537	43.4001	COG1071	AcoA	N	cl01629
Q#69 - >Q5ZY41_LEGPH	non-specific	132919	658	789	0.00276882	38.2281	cd07036	TPP_PYR_E1-PDHc-beta_like	N	cl11410
Q#69 - >Q5ZY41_LEGPH	non-specific	215152	353	474	0.00369404	39.3117	PLN02269	PLN02269	NC	cl01629
Q#69 - >Q5ZY41_LEGPH	multi-dom	236499	11	940	0	1698	PRK09404	sucA	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	multi-dom	223641	17	940	0	1405.85	COG0567	SucA	 - 	 - 
Q#69 - >Q5ZY41_LEGPH	multi-dom	161785	22	940	0	1186.59	TIGR00239	2oxo_dh_E1	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	specific	278621	196	407	7.01287e-103	302.534	pfam00198	2-oxoacid_dh	 - 	cl02008
Q#70 - >Q5ZY40_LEGPH	superfamily	295132	196	407	7.01287e-103	302.534	cl02008	2-oxoacid_dh superfamily	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	specific	133458	3	76	7.28962e-27	100.942	cd06849	lipoyl_domain	 - 	cl11404
Q#70 - >Q5ZY40_LEGPH	superfamily	299706	3	76	7.28962e-27	100.942	cl11404	Biotinyl_lipoyl_domains superfamily	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	specific	278778	4	76	5.60249e-19	79.1884	pfam00364	Biotin_lipoyl	 - 	cl11404
Q#70 - >Q5ZY40_LEGPH	specific	280908	116	147	2.39189e-10	53.8392	pfam02817	E3_binding	 - 	cl03729
Q#70 - >Q5ZY40_LEGPH	superfamily	280908	116	147	2.39189e-10	53.8392	cl03729	E3_binding superfamily	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	non-specific	223583	24	59	0.00330883	36.0974	COG0509	GcvH	NC	cl11404
Q#70 - >Q5ZY40_LEGPH	non-specific	181304	23	77	0.0049782	34.3778	PRK08225	PRK08225	N	cl11404
Q#70 - >Q5ZY40_LEGPH	multi-dom	235571	1	409	0	700.435	PRK05704	PRK05704	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	multi-dom	273565	3	409	0	602.879	TIGR01347	sucB	 - 	 - 
Q#70 - >Q5ZY40_LEGPH	multi-dom	223582	1	408	6.40442e-171	482.667	COG0508	AceF	 - 	 - 
Q#71 - >Q5ZY39_LEGPH	specific	285620	21	222	1.68399e-109	318.808	pfam08442	ATP-grasp_2	 - 	cl17255
Q#71 - >Q5ZY39_LEGPH	superfamily	302634	21	222	1.68399e-109	318.808	cl17255	ATP-grasp_4 superfamily	 - 	 - 
Q#71 - >Q5ZY39_LEGPH	specific	278948	281	401	7.63356e-38	132.005	pfam00549	Ligase_CoA	 - 	cl22543
Q#71 - >Q5ZY39_LEGPH	superfamily	304578	281	401	7.63356e-38	132.005	cl22543	Ligase_CoA superfamily	 - 	 - 
Q#71 - >Q5ZY39_LEGPH	non-specific	132934	294	366	0.00929782	35.9261	cd07023	S49_Sppa_N_C	C	cl23717
Q#71 - >Q5ZY39_LEGPH	superfamily	304874	294	366	0.00929782	35.9261	cl23717	crotonase-like superfamily	C	 - 
Q#71 - >Q5ZY39_LEGPH	multi-dom	234813	20	406	0	714.173	PRK00696	sucC	 - 	 - 
Q#71 - >Q5ZY39_LEGPH	multi-dom	273396	20	404	0	591.661	TIGR01016	sucCoAbeta	 - 	 - 
Q#71 - >Q5ZY39_LEGPH	multi-dom	223123	20	406	0	587.646	COG0045	SucC	 - 	 - 
Q#72 - >Q5ZY38_LEGPH	specific	280747	6	99	3.34162e-37	126.149	pfam02629	CoA_binding	 - 	cl21454
Q#72 - >Q5ZY38_LEGPH	superfamily	304358	6	99	3.34162e-37	126.149	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#72 - >Q5ZY38_LEGPH	specific	214881	4	100	1.81174e-35	121.848	smart00881	CoA_binding	 - 	cl21454
Q#72 - >Q5ZY38_LEGPH	specific	278948	152	272	1.80426e-34	120.449	pfam00549	Ligase_CoA	 - 	cl22543
Q#72 - >Q5ZY38_LEGPH	superfamily	304578	152	272	1.80426e-34	120.449	cl22543	Ligase_CoA superfamily	 - 	 - 
Q#72 - >Q5ZY38_LEGPH	multi-dom	180194	1	291	0	535.522	PRK05678	PRK05678	 - 	 - 
Q#72 - >Q5ZY38_LEGPH	multi-dom	130091	3	288	1.05946e-179	495.399	TIGR01019	sucCoAalpha	 - 	 - 
Q#72 - >Q5ZY38_LEGPH	multi-dom	223152	1	291	2.42645e-175	484.398	COG0074	SucD	 - 	 - 
Q#73 - >PDXH_LEGPH	specific	279568	37	122	2.95789e-23	87.6857	pfam01243	Pyridox_oxidase	 - 	cl00381
Q#73 - >PDXH_LEGPH	superfamily	294269	37	122	2.95789e-23	87.6857	cl00381	PNPOx/FlaRed_like superfamily	 - 	 - 
Q#73 - >PDXH_LEGPH	specific	287549	175	215	1.0454e-21	82.4985	pfam10590	PNPOx_C	 - 	cl11212
Q#73 - >PDXH_LEGPH	superfamily	287549	175	215	1.0454e-21	82.4985	cl11212	PNPOx_C superfamily	 - 	 - 
Q#73 - >PDXH_LEGPH	multi-dom	273138	27	215	1.2339e-110	313.665	TIGR00558	pdxH	 - 	 - 
Q#73 - >PDXH_LEGPH	multi-dom	235555	21	215	1.00762e-97	280.953	PRK05679	PRK05679	 - 	 - 
Q#73 - >PDXH_LEGPH	multi-dom	223337	6	215	3.72206e-96	277.637	COG0259	PdxH	 - 	 - 
Q#76 - >Q5ZY34_LEGPH	specific	284570	10	111	1.50699e-11	55.3472	pfam07179	SseB	 - 	cl20331
Q#76 - >Q5ZY34_LEGPH	superfamily	284570	10	111	1.50699e-11	55.3472	cl20331	SseB superfamily	 - 	 - 
Q#77 - >Q5ZY33_LEGPH	specific	119392	22	386	2.15121e-19	87.3693	cd06174	MFS	 - 	cl21472
Q#77 - >Q5ZY33_LEGPH	superfamily	304372	22	386	2.15121e-19	87.3693	cl21472	MFS superfamily	 - 	 - 
Q#77 - >Q5ZY33_LEGPH	non-specific	273318	58	197	0.00383266	36.0886	TIGR00880	2_A_01_02	 - 	cl21472
Q#77 - >Q5ZY33_LEGPH	multi-dom	273326	29	378	7.48419e-24	101.259	TIGR00893	2A0114	 - 	 - 
Q#77 - >Q5ZY33_LEGPH	multi-dom	284993	24	369	7.71162e-24	100.183	pfam07690	MFS_1	 - 	 - 
Q#77 - >Q5ZY33_LEGPH	multi-dom	225133	7	327	7.17453e-17	80.773	COG2223	NarK	C	 - 
Q#77 - >Q5ZY33_LEGPH	multi-dom	183266	49	329	7.8265e-09	55.8718	PRK11663	PRK11663	 - 	 - 
Q#78 - >Q5ZY32_LEGPH	specific	283701	13	488	3.22466e-118	353.543	pfam06097	DUF945	 - 	cl19471
Q#78 - >Q5ZY32_LEGPH	superfamily	302869	13	488	3.22466e-118	353.543	cl19471	DUF945 superfamily	 - 	 - 
Q#78 - >Q5ZY32_LEGPH	non-specific	227644	11	485	1.08858e-24	105.248	COG5339	YdgA	 - 	cl19471
Q#78 - >Q5ZY32_LEGPH	non-specific	183102	8	484	3.95019e-06	47.6731	PRK11367	PRK11367	 - 	cl19471
Q#78 - >Q5ZY32_LEGPH	non-specific	213361	4	31	0.00178408	39.0232	cd12827	EcCorA_ZntB-like_u2	N	cl00459
Q#78 - >Q5ZY32_LEGPH	superfamily	294313	4	31	0.00178408	39.0232	cl00459	MIT_CorA-like superfamily	N	 - 
Q#78 - >Q5ZY32_LEGPH	multi-dom	290495	400	459	0.00295343	38.7735	pfam13779	DUF4175	NC	 - 
Q#79 - >Q5ZY31_LEGPH	non-specific	179020	2	83	4.23965e-32	106.302	PRK00430	fis	 - 	cl22895
Q#79 - >Q5ZY31_LEGPH	superfamily	304622	2	83	4.23965e-32	106.302	cl22895	HTH_8 superfamily	 - 	 - 
Q#79 - >Q5ZY31_LEGPH	non-specific	225454	15	83	3.51441e-28	96.3925	COG2901	Fis	N	cl22895
Q#79 - >Q5ZY31_LEGPH	specific	281020	44	83	9.49563e-12	53.149	pfam02954	HTH_8	 - 	cl22895
Q#79 - >Q5ZY31_LEGPH	multi-dom	225114	33	92	1.21514e-10	54.6252	COG2204	AtoC	N	 - 
Q#79 - >Q5ZY31_LEGPH	multi-dom	273818	10	81	2.93603e-08	47.8108	TIGR01818	ntrC	N	 - 
Q#79 - >Q5ZY31_LEGPH	multi-dom	183099	44	83	0.000153551	37.5203	PRK11361	PRK11361	N	 - 
Q#80 - >Q5ZY30_LEGPH	specific	290508	4	121	3.40078e-73	219.98	pfam13793	Pribosyltran_N	 - 	cl16402
Q#80 - >Q5ZY30_LEGPH	superfamily	290508	4	121	3.40078e-73	219.98	cl16402	Pribosyltran_N superfamily	 - 	 - 
Q#80 - >Q5ZY30_LEGPH	specific	206754	150	274	8.6403e-25	95.5404	cd06223	PRTases_typeI	 - 	cl00309
Q#80 - >Q5ZY30_LEGPH	superfamily	294217	150	274	8.6403e-25	95.5404	cl00309	PRTases_typeI superfamily	 - 	 - 
Q#80 - >Q5ZY30_LEGPH	non-specific	291252	163	313	1.1841e-24	97.1403	pfam14572	Pribosyl_synth	 - 	cl00309
Q#80 - >Q5ZY30_LEGPH	non-specific	223577	165	229	0.000566297	38.789	COG0503	Apt	NC	cl00309
Q#80 - >Q5ZY30_LEGPH	non-specific	215132	212	245	0.000777251	38.48	PLN02238	PLN02238	NC	cl00309
Q#80 - >Q5ZY30_LEGPH	non-specific	273579	139	244	0.00244022	37.0732	TIGR01367	pyrE_Therm	C	cl00309
Q#80 - >Q5ZY30_LEGPH	multi-dom	234929	4	314	0	561.276	PRK01259	PRK01259	 - 	 - 
Q#80 - >Q5ZY30_LEGPH	multi-dom	223538	1	313	3.12613e-156	438.174	COG0462	PrsA	 - 	 - 
Q#80 - >Q5ZY30_LEGPH	multi-dom	273523	4	313	1.203e-136	388.175	TIGR01251	ribP_PPkin	 - 	 - 
Q#83 - >Q5ZY27_LEGPH	specific	281539	47	196	6.02609e-49	154.993	pfam03550	LolB	 - 	cl19192
Q#83 - >Q5ZY27_LEGPH	superfamily	302782	47	196	6.02609e-49	154.993	cl19192	LolA superfamily	 - 	 - 
Q#83 - >Q5ZY27_LEGPH	non-specific	234578	6	197	1.49314e-42	140.463	PRK00022	lolB	 - 	cl19192
Q#83 - >Q5ZY27_LEGPH	non-specific	129639	15	199	1.42052e-30	109.677	TIGR00548	lolB	 - 	cl19192
Q#83 - >Q5ZY27_LEGPH	non-specific	225562	1	199	2.38899e-28	104.027	COG3017	LolB	 - 	cl19192
Q#84 - >COAD_LEGPH	specific	234674	9	167	4.4455e-99	281.199	PRK00168	coaD	 - 	cl00015
Q#84 - >COAD_LEGPH	superfamily	294020	9	167	4.4455e-99	281.199	cl00015	nt_trans superfamily	 - 	 - 
Q#84 - >COAD_LEGPH	specific	173914	11	163	4.43102e-93	265.868	cd02163	PPAT	 - 	cl00015
Q#84 - >COAD_LEGPH	specific	223741	8	164	1.28058e-84	244.769	COG0669	CoaD	 - 	cl00015
Q#84 - >COAD_LEGPH	specific	273663	11	164	3.16048e-70	207.896	TIGR01510	coaD_prev_kdtB	 - 	cl00015
Q#84 - >COAD_LEGPH	specific	279769	13	142	2.25989e-26	95.8601	pfam01467	CTP_transf_like	 - 	cl00015
Q#84 - >COAD_LEGPH	multi-dom	236151	6	60	0.004382	35.4028	PRK08099	PRK08099	C	 - 
Q#85 - >Q5ZY25_LEGPH	specific	223482	27	563	0	526.414	COG0405	Ggt	 - 	cl19223
Q#85 - >Q5ZY25_LEGPH	superfamily	302793	27	563	0	526.414	cl19223	G_glu_transpept superfamily	 - 	 - 
Q#85 - >Q5ZY25_LEGPH	specific	279371	48	558	0	518.302	pfam01019	G_glu_transpept	 - 	cl19223
Q#85 - >Q5ZY25_LEGPH	non-specific	129176	35	555	3.9478e-132	394.52	TIGR00066	g_glut_trans	 - 	cl19223
Q#85 - >Q5ZY25_LEGPH	non-specific	181992	19	557	2.14032e-115	353.443	PRK09615	ggt	 - 	cl19223
Q#86 - >Q5ZY24_LEGPH	specific	237999	603	697	1.60881e-19	83.1441	cd00038	CAP_ED	 - 	cl00047
Q#86 - >Q5ZY24_LEGPH	superfamily	294041	603	697	1.60881e-19	83.1441	cl00047	CAP_ED superfamily	 - 	 - 
Q#86 - >Q5ZY24_LEGPH	specific	278456	624	697	1.04818e-18	79.9627	pfam00027	cNMP_binding	 - 	cl00047
Q#86 - >Q5ZY24_LEGPH	specific	197516	603	722	1.36212e-14	69.3518	smart00100	cNMP	 - 	cl00047
Q#86 - >Q5ZY24_LEGPH	specific	290186	130	174	0.000118622	39.4394	pfam13450	NAD_binding_8	C	cl21454
Q#86 - >Q5ZY24_LEGPH	superfamily	304358	130	174	0.000118622	39.4394	cl21454	NADB_Rossmann superfamily	C	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	279590	127	496	5.62138e-42	154.475	pfam01266	DAO	 - 	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	223737	122	496	3.23863e-41	153.902	COG0665	DadA	 - 	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	274522	104	483	9.64811e-15	75.975	TIGR03329	Phn_aa_oxid	C	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	223736	597	722	6.90632e-14	69.8603	COG0664	Crp	C	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	234978	99	427	7.27648e-10	61.0157	PRK01747	mnmC	NC	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	236969	630	738	0.000121128	42.6611	PRK11753	PRK11753	C	 - 
Q#86 - >Q5ZY24_LEGPH	multi-dom	236847	120	173	0.00237454	39.6151	PRK11101	glpA	C	 - 
Q#87 - >Q5ZY23_LEGPH	specific	153251	65	247	2.91851e-47	153.966	cd07989	LPLAT_AGPAT-like	 - 	cl17185
Q#87 - >Q5ZY23_LEGPH	superfamily	302626	65	247	2.91851e-47	153.966	cl17185	LPLAT superfamily	 - 	 - 
Q#87 - >Q5ZY23_LEGPH	specific	214724	90	204	3.91539e-31	110.523	smart00563	PlsC	 - 	cl17185
Q#87 - >Q5ZY23_LEGPH	specific	279841	74	201	3.26187e-30	108.52	pfam01553	Acyltransferase	 - 	cl17185
Q#87 - >Q5ZY23_LEGPH	non-specific	129621	71	202	1.44121e-29	106.662	TIGR00530	AGP_acyltrn	 - 	cl17185
Q#87 - >Q5ZY23_LEGPH	non-specific	215488	83	251	1.16584e-13	66.6775	PLN02901	PLN02901	N	cl17185
Q#87 - >Q5ZY23_LEGPH	multi-dom	223282	23	257	4.62578e-33	119.631	COG0204	PlsC	 - 	 - 
Q#87 - >Q5ZY23_LEGPH	multi-dom	237584	91	152	0.000213783	40.22	PRK14014	PRK14014	NC	 - 
Q#88 - >Q5ZY22_LEGPH	non-specific	171110	3	106	1.86094e-28	98.0066	PRK11431	PRK11431	 - 	cl23754
Q#88 - >Q5ZY22_LEGPH	superfamily	304911	3	106	1.86094e-28	98.0066	cl23754	EamA superfamily	 - 	 - 
Q#88 - >Q5ZY22_LEGPH	specific	224987	3	106	1.4095e-26	92.9814	COG2076	EmrE	 - 	cl23754
Q#88 - >Q5ZY22_LEGPH	specific	279265	3	94	9.87015e-21	77.7018	pfam00893	Multi_Drug_Res	 - 	cl23754
Q#89 - >Q5ZY21_LEGPH	specific	270704	27	261	5.75953e-127	360.012	cd05155	APH_ChoK_like_1	 - 	cl21453
Q#89 - >Q5ZY21_LEGPH	superfamily	304357	27	261	5.75953e-127	360.012	cl21453	PKc_like superfamily	 - 	 - 
Q#89 - >Q5ZY21_LEGPH	specific	225714	6	267	2.56138e-68	213.836	COG3173	YcbJ	 - 	cl21453
Q#89 - >Q5ZY21_LEGPH	non-specific	162743	41	233	4.79966e-06	45.1471	TIGR02172	Fb_sc_TIGR02172	 - 	cl21453
Q#89 - >Q5ZY21_LEGPH	non-specific	285194	190	228	0.000320238	40.3382	pfam07914	DUF1679	NC	cl21453
Q#89 - >Q5ZY21_LEGPH	non-specific	214734	164	246	0.00851919	35.3837	smart00587	CHK	N	cl21453
Q#89 - >Q5ZY21_LEGPH	multi-dom	279908	28	259	2.71736e-39	136.488	pfam01636	APH	 - 	 - 
Q#89 - >Q5ZY21_LEGPH	multi-dom	225213	38	239	1.05354e-06	48.104	COG2334	SrkA	C	 - 
Q#90 - >DPO4_LEGPH	specific	176459	8	337	1.41774e-173	484.332	cd03586	PolY_Pol_IV_kappa	 - 	cl12025
Q#90 - >DPO4_LEGPH	superfamily	299870	8	337	1.41774e-173	484.332	cl12025	PolY superfamily	 - 	 - 
Q#90 - >DPO4_LEGPH	specific	279194	10	157	3.65227e-62	194.339	pfam00817	IMS	 - 	cl12025
Q#90 - >DPO4_LEGPH	multi-dom	235035	12	352	0	607.501	PRK02406	PRK02406	 - 	 - 
Q#90 - >DPO4_LEGPH	multi-dom	223466	5	336	1.4389e-122	355.85	COG0389	DinP	 - 	 - 
Q#92 - >FPG_LEGPH	specific	176800	2	119	4.96567e-54	169.6	cd08966	EcFpg-like_N	 - 	cl03119
Q#92 - >FPG_LEGPH	superfamily	295674	2	119	4.96567e-54	169.6	cl03119	FpgNei_N superfamily	 - 	 - 
Q#92 - >FPG_LEGPH	specific	279490	2	113	4.34413e-49	156.977	pfam01149	Fapy_DNA_glyco	 - 	cl03119
Q#92 - >FPG_LEGPH	specific	214895	2	113	3.47915e-47	151.952	smart00898	Fapy_DNA_glyco	 - 	cl03119
Q#92 - >FPG_LEGPH	non-specific	284294	131	222	1.46809e-31	111.228	pfam06831	H2TH	 - 	cl06065
Q#92 - >FPG_LEGPH	superfamily	284294	131	222	1.46809e-31	111.228	cl06065	H2TH superfamily	 - 	 - 
Q#92 - >FPG_LEGPH	specific	284292	245	270	8.95357e-09	48.743	pfam06827	zf-FPG_IleRS	 - 	cl06062
Q#92 - >FPG_LEGPH	superfamily	284292	245	270	8.95357e-09	48.743	cl06062	zf-FPG_IleRS superfamily	 - 	 - 
Q#92 - >FPG_LEGPH	multi-dom	234899	1	272	2.15515e-154	429.887	PRK01103	PRK01103	 - 	 - 
Q#92 - >FPG_LEGPH	multi-dom	223344	1	271	1.31732e-126	359.651	COG0266	Nei	 - 	 - 
Q#92 - >FPG_LEGPH	multi-dom	273150	2	270	2.05116e-113	326.179	TIGR00577	fpg	 - 	 - 
Q#93 - >Q5ZY17_LEGPH	non-specific	224316	7	255	4.87553e-86	261.94	COG1398	OLE1	 - 	cl00615
Q#93 - >Q5ZY17_LEGPH	superfamily	294412	7	255	4.87553e-86	261.94	cl00615	Membrane-FADS-like superfamily	 - 	 - 
Q#93 - >Q5ZY17_LEGPH	specific	239582	11	244	1.1776e-50	166.962	cd03505	Delta9-FADS-like	 - 	cl00615
Q#93 - >Q5ZY17_LEGPH	non-specific	177866	11	246	9.21929e-25	101.418	PLN02220	PLN02220	 - 	cl00615
Q#93 - >Q5ZY17_LEGPH	non-specific	279887	297	388	8.44793e-10	57.175	pfam01610	DDE_Tnp_ISL3	N	cl24015
Q#93 - >Q5ZY17_LEGPH	superfamily	305172	297	388	8.44793e-10	57.175	cl24015	MULE superfamily	N	 - 
Q#93 - >Q5ZY17_LEGPH	multi-dom	278890	13	213	3.31153e-07	49.6255	pfam00487	FA_desaturase	 - 	 - 
Q#95 - >Q5ZY15_LEGPH	non-specific	187594	20	247	9.80645e-104	299.463	cd05333	BKR_SDR_c	 - 	cl21454
Q#95 - >Q5ZY15_LEGPH	superfamily	304358	20	247	9.80645e-104	299.463	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#95 - >Q5ZY15_LEGPH	non-specific	171822	3	248	1.46909e-91	268.804	PRK12938	PRK12938	 - 	cl21454
Q#95 - >Q5ZY15_LEGPH	non-specific	274889	79	245	2.10346e-53	172.271	TIGR03971	SDR_subfam_1	N	cl21454
Q#95 - >Q5ZY15_LEGPH	non-specific	290294	56	245	4.06412e-26	100.763	pfam13561	adh_short_C2	 - 	cl21454
Q#95 - >Q5ZY15_LEGPH	non-specific	214833	42	157	2.0495e-09	54.0253	smart00822	PKS_KR	N	cl21454
Q#95 - >Q5ZY15_LEGPH	non-specific	226476	30	200	4.28375e-09	53.9715	COG3967	DltE	C	cl21454
Q#95 - >Q5ZY15_LEGPH	multi-dom	273823	19	248	5.39359e-116	330.55	TIGR01829	AcAcCoA_reduct	 - 	 - 
Q#95 - >Q5ZY15_LEGPH	multi-dom	235500	20	248	5.54652e-104	300.187	PRK05557	fabG	 - 	 - 
Q#95 - >Q5ZY15_LEGPH	multi-dom	223959	20	246	1.13043e-65	203.126	COG1028	FabG	 - 	 - 
Q#95 - >Q5ZY15_LEGPH	multi-dom	278532	20	202	3.21486e-62	192.435	pfam00106	adh_short	 - 	 - 
Q#96 - >Q5ZY14_LEGPH	non-specific	187594	6	246	5.63394e-101	292.529	cd05333	BKR_SDR_c	 - 	cl21454
Q#96 - >Q5ZY14_LEGPH	superfamily	304358	6	246	5.63394e-101	292.529	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#96 - >Q5ZY14_LEGPH	non-specific	171822	2	247	5.77604e-85	252.241	PRK12938	PRK12938	 - 	cl21454
Q#96 - >Q5ZY14_LEGPH	non-specific	274889	6	244	3.87679e-52	168.804	TIGR03971	SDR_subfam_1	 - 	cl21454
Q#96 - >Q5ZY14_LEGPH	non-specific	226476	2	190	5.91898e-22	89.795	COG3967	DltE	C	cl21454
Q#96 - >Q5ZY14_LEGPH	non-specific	290294	63	246	2.24031e-21	88.0518	pfam13561	adh_short_C2	N	cl21454
Q#96 - >Q5ZY14_LEGPH	non-specific	214833	6	157	2.16204e-18	78.6781	smart00822	PKS_KR	 - 	cl21454
Q#96 - >Q5ZY14_LEGPH	multi-dom	273823	6	247	4.1369e-106	305.512	TIGR01829	AcAcCoA_reduct	 - 	 - 
Q#96 - >Q5ZY14_LEGPH	multi-dom	235500	1	247	6.69609e-98	284.779	PRK05557	fabG	 - 	 - 
Q#96 - >Q5ZY14_LEGPH	multi-dom	223959	1	245	3.37428e-68	209.674	COG1028	FabG	 - 	 - 
Q#96 - >Q5ZY14_LEGPH	multi-dom	278532	5	201	2.39532e-66	202.835	pfam00106	adh_short	 - 	 - 
Q#97 - >Q5ZY13_LEGPH	specific	285162	4	63	1.12799e-31	105.672	pfam07879	PHB_acc_N	 - 	cl06770
Q#97 - >Q5ZY13_LEGPH	superfamily	285162	4	63	1.12799e-31	105.672	cl06770	PHB_acc_N superfamily	 - 	 - 
Q#97 - >Q5ZY13_LEGPH	multi-dom	130907	3	96	1.44138e-26	94.0088	TIGR01848	PHA_reg_PhaR	 - 	 - 
Q#97 - >Q5ZY13_LEGPH	multi-dom	227682	3	130	1.20691e-22	86.7881	COG5394	COG5394	 - 	 - 
Q#98 - >Q5ZY12_LEGPH	specific	286450	22	101	1.12581e-05	39.4792	pfam09361	Phasin_2	 - 	cl11491
Q#98 - >Q5ZY12_LEGPH	superfamily	299745	22	101	1.12581e-05	39.4792	cl11491	Phasin_2 superfamily	 - 	 - 
Q#99 - >Q5ZY11_LEGPH	specific	284679	82	332	3.84235e-77	234.448	pfam07313	DUF1460	 - 	cl06374
Q#99 - >Q5ZY11_LEGPH	superfamily	284679	82	332	3.84235e-77	234.448	cl06374	DUF1460 superfamily	 - 	 - 
Q#100 - >Q5ZY10_LEGPH	non-specific	225336	5	199	4.46107e-74	221.151	COG2715	SpmA	 - 	cl21594
Q#100 - >Q5ZY10_LEGPH	superfamily	304456	5	199	4.46107e-74	221.151	cl21594	Gate superfamily	 - 	 - 
Q#100 - >Q5ZY10_LEGPH	specific	284976	48	157	1.6384e-05	40.7093	pfam07670	Gate	 - 	cl21594
Q#101 - >Q5ZY09_LEGPH	specific	223772	25	176	1.46602e-57	176.41	COG0700	SpmB	 - 	cl21594
Q#101 - >Q5ZY09_LEGPH	superfamily	304456	25	176	1.46602e-57	176.41	cl21594	Gate superfamily	 - 	 - 
Q#101 - >Q5ZY09_LEGPH	non-specific	182513	27	131	3.02765e-07	46.1167	PRK10519	PRK10519	C	cl21594
Q#101 - >Q5ZY09_LEGPH	specific	284976	48	145	6.77133e-05	38.7833	pfam07670	Gate	 - 	cl21594
Q#102 - >Q5ZY08_LEGPH	specific	279839	333	428	2.52002e-41	141.522	pfam01551	Peptidase_M23	 - 	cl18370
Q#102 - >Q5ZY08_LEGPH	superfamily	279839	333	428	2.52002e-41	141.522	cl18370	Peptidase_M23 superfamily	 - 	 - 
Q#102 - >Q5ZY08_LEGPH	multi-dom	236946	51	460	1.21314e-53	184.869	PRK11649	PRK11649	 - 	 - 
Q#102 - >Q5ZY08_LEGPH	multi-dom	223810	214	428	6.50513e-40	143.779	COG0739	NlpD	 - 	 - 
Q#103 - >SYY_LEGPH	specific	173902	34	298	9.17466e-114	331.878	cd00805	TyrRS_core	 - 	cl00015
Q#103 - >SYY_LEGPH	superfamily	294020	34	298	9.17466e-114	331.878	cl00015	nt_trans superfamily	 - 	 - 
Q#103 - >SYY_LEGPH	specific	278976	29	317	6.40539e-101	299.967	pfam00579	tRNA-synt_1b	 - 	cl00015
Q#103 - >SYY_LEGPH	non-specific	236286	11	249	3.071e-29	114.577	PRK08560	PRK08560	C	cl00015
Q#103 - >SYY_LEGPH	non-specific	223258	39	250	1.44632e-16	78.3864	COG0180	TrpS	C	cl00015
Q#103 - >SYY_LEGPH	specific	238095	338	401	5.77222e-06	42.6218	cd00165	S4	 - 	cl09940
Q#103 - >SYY_LEGPH	superfamily	299131	338	401	5.77222e-06	42.6218	cl09940	S4 superfamily	 - 	 - 
Q#103 - >SYY_LEGPH	specific	214638	338	394	6.47384e-05	39.1134	smart00363	S4	 - 	cl09940
Q#103 - >SYY_LEGPH	specific	279780	338	380	0.00233484	34.4039	pfam01479	S4	 - 	cl09940
